,Info_Author,Info_Title,DOI,Info_Journal,Info_Volume,Info_Pages,Info_Received,Info_Material_ID,Info_Sample_ID,Info_Test_ID,Info_Origin,Info_Notes,Ag(at%),Al(at%),Au(at%),B(at%),Bi(at%),Ce(at%),Co(at%),Cr(at%),Cu(at%),Dy(at%),Er(at%),Fe(at%),Gd(at%),Hf(at%),In(at%),La(at%),Mn(at%),Mo(at%),Nb(at%),Nd(at%),Ni(at%),Pb(at%),Pd(at%),Pr(at%),Pt(at%),Re(at%),Rh(at%),Sb(at%),Sc(at%),Si(at%),Sn(at%),Ta(at%),Te(at%),Ti(at%),Tl(at%),V(at%),W(at%),Y(at%),Zr(at%),Processing_BPHT_Temp,Processing_BPHT_Time,Processing_Rolling_Temp,Processing_HR_Red,Processing_CR_Red,Processing_Extrusion_Temp,Processing_Extrusion_Area_Reduction(%),Processing_APHT_Temp,Processing_APHT_Time,Processing_APHT_Method,Processing_FinalHT_Temp,Processing_FinalHT_Time,Processing_FinalHT_Method,SME_Test_Applied_Stress(MPa),SME_Test_Applied_Bend_Strain(%),SME_Test_LCT,SME_Test_UCT,SME_Test_Temp_Rate,SME_Test_Cycle,SE_Test_Temperature_Above_Af(Temp-Af),SE_Test_Strain_Rate(/s),SE_Test_Displacement_Rate(mm/s),SE_Test_Cycle,MSM_Test_Curie_Temperature,MSM_Test_Applied_Magnetic_Field(T),MSM_Test_Mag_Test_Temp(C),Hard_Param_VHTemp,Hard_Param_VHMass,Hard_Param_VHTime,Micro_Grain Size(nm),Micro_Matrix_Comp,Micro_e/a_ratio,Micro_cv_concentration,Micro_Parent_Test_Temperature_Above_Af(Temp-Af),Micro_Parent_Structure,Micro_Parent_a_(A),Micro_Parent_b,Micro_Parent_c,Micro_Parent_Space_Group,Micro_Intermediate_Test_Temperature_Above_Af(Temp-Af),Micro_Intermediate_Structure,Micro_Intermediate_a_(A),Micro_Intermediate_b,Micro_Intermediate_c,Micro_Intermediate_Space_Group,Micro_Martensite_Test_Temperature_Above_Af(Temp-Af),Micro_Martensite_Structure,Micro_Martensite_a_(A),Micro_Martensite_b,Micro_Martensite_c,Micro_Martensite_Beta,Micro_Martensite_Space_Group,Micro_Martensite_Sub-structure,Micro_Precipitate_Test_Temperature,Micro_Precipitate_Structure,Micro_Precipitate_Volume_Fraction,NeedsAttention,SME_Transforms,SME_Mf,SME_Mp,SME_Ms,SME_As,SME_Ap,SME_Af,SME_Thermal_Hysteresis,SME_Transformation_Range,SME_RfM,SME_RfA,SME_dH(MA)(J/g),SME_dH(AM)(J/g),SME_dH(AR)(J/G),SME_dS(MA)(J/kgK),SME_dS(AM)(J/kgK),SME_dS(AR)(J/kgK),SME_epsilonAct(%),SME_epsilonIrr(%),SME_Failure(FatigueTest),SME_Bend_Recovery(%),SE_R.Strain(%),SE_Strain_Max(%),SE_Stress_Max(MPa),SE_Mf_Stress,SE_Ms_Stress,SE_As_Stress,SE_Af_Stress,SE_M_Yield,SE_A_Yield,MSME_Magnetization (emu/g),MSME_Magnetization Change (AM)(emu/g),MSME_Magnetization Change (MA)(emu/g),MSME_Mf Temp (Â°C),MSME_Mf Mag (emu/g),MSME_Mp Temp (Â°C),MSME_Mp Mag (emu/g),MSME_Ms_Temp(C),MSME_Ms_Mag(emu/g),MSME_Direct average rate (emu/gÂ°C),MSME_Direct_integrated_magnetization_change(emu/g),MSME_As_Temp(C),MSME_As_Mag(emu/g),MSME_Ap_Temp (C),MSME_Ap_Mag(emu/g),MSME_Af_Temp (C),MSME_Af_Mag(emu/g),MSME_Reverse_average_rate(emu/gC),MSME_Reverse_integrated_magnetization_change(emu/g),MSME_Direct_MT_range(C),MSME_Reverse_MT_range(C),MSME_Hysteresis(C),MSME_Estimated_entropy_difference_(J/kg*K),"MSME_Tc(DSC)-Ms(SQUID,0.05T)",Hard_VHN
481,"Can, Karaman",,,,,,,,,158,Internal,"We have repeated this high-cycle test. Later ran 10 cycle TWSME and work output tests on this sample. Followingly, ran 10 cycles under -50 Mpa compressive stress",0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,0,25.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,50.5,0,0.0,0.0,0.0,0.0,20.0,0.0,20,0,0.0,20,0.0,20.0,0.0,0,20.0,0.0,0,150.0,0,120,280,10.0,9,30,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.1,,203.9,189.2,,223.9,20,59.8,,,,,,,,,2.6611,0.058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,"Can, Karaman",,,,,,,,,158,Internal,"We have repeated this high-cycle test. Later ran 10 cycle TWSME and work output tests on this sample. Followingly, ran 10 cycles under -50 Mpa compressive stress",0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,0,25.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,50.5,0,0.0,0.0,0.0,0.0,20.0,0.0,20,0,0.0,20,0.0,20.0,0.0,0,20.0,0.0,0,150.0,0,120,280,10.0,5,30,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164,,202.74,188,,221.8,19.06,57.8,,,,,,,,,2.6308,0.0909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,"Can, Karaman",,,,,,,,,158,Internal,"We have repeated this high-cycle test. Later ran 10 cycle TWSME and work output tests on this sample. Followingly, ran 10 cycles under -50 Mpa compressive stress",0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,0,25.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,50.5,0,0.0,0.0,0.0,0.0,20.0,0.0,20,0,0.0,20,0.0,20.0,0.0,0,20.0,0.0,0,150.0,0,120,280,10.0,6,30,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164,,202.9,188.4,,222.7,19.8,58.7,,,,,,,,,2.6369,0.0933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,"Can, Karaman",,,,,,,,,158,Internal,"We have repeated this high-cycle test. Later ran 10 cycle TWSME and work output tests on this sample. Followingly, ran 10 cycles under -50 Mpa compressive stress",0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,0,25.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,50.5,0,0.0,0.0,0.0,0.0,20.0,0.0,20,0,0.0,20,0.0,20.0,0.0,0,20.0,0.0,0,150.0,0,120,280,10.0,7,30,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164,,203.1,188.7,,223.1,20,59.1,,,,,,,,,2.6442,0.0777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,"Can, Karaman",,,,,,,,,158,Internal,"We have repeated this high-cycle test. Later ran 10 cycle TWSME and work output tests on this sample. Followingly, ran 10 cycles under -50 Mpa compressive stress",0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,0,25.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,50.5,0,0.0,0.0,0.0,0.0,20.0,0.0,20,0,0.0,20,0.0,20.0,0.0,0,20.0,0.0,0,150.0,0,120,280,10.0,3,30,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.9,,200.4,187.1,,219.4,19,55.5,,,,,,,,,2.5926,0.1462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,"Can, Karaman",,,,,,,,,158,Internal,"We have repeated this high-cycle test. Later ran 10 cycle TWSME and work output tests on this sample. Followingly, ran 10 cycles under -50 Mpa compressive stress",0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,0,25.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,50.5,0,0.0,0.0,0.0,0.0,20.0,0.0,20,0,0.0,20,0.0,20.0,0.0,0,20.0,0.0,0,150.0,0,120,280,10.0,4,30,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.9,,202.4,187.6,,220.3,17.9,56.4,,,,,,,,,2.6054,0.1141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,"Can, Karaman",,,,,,,,,158,Internal,"We have repeated this high-cycle test. Later ran 10 cycle TWSME and work output tests on this sample. Followingly, ran 10 cycles under -50 Mpa compressive stress",0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,0,25.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,50.5,0,0.0,0.0,0.0,0.0,20.0,0.0,20,0,0.0,20,0.0,20.0,0.0,0,20.0,0.0,0,150.0,0,120,280,10.0,2,30,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.8,,198.5,186.6,,218.2,19.7,54.4,,,,,,,,,2.5504,0.20804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,"Can, Karaman",,,,,,,,,158,Internal,"We have repeated this high-cycle test. Later ran 10 cycle TWSME and work output tests on this sample. Followingly, ran 10 cycles under -50 Mpa compressive stress",0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,0,25.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,50.5,0,0.0,0.0,0.0,0.0,20.0,0.0,20,0,0.0,20,0.0,20.0,0.0,0,20.0,0.0,0,150.0,0,120,280,10.0,1,30,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.4,,192.8,185.2,,215,22.2,51.6,,,,,,,,,2.39274,0.34585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,"Can, Karaman",,,,,,,,,160,Internal,We repeated test because we got unexpectedly high TWSME strains from the previous sample.,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,0,25.0,0.0,0.0,0.0,0,0,0.5,0,0.0,0.0,0,50.0,0,0.0,0.0,0.0,0.0,20.0,0.0,20,0,0.0,20,0.0,20.0,0.0,0,20.0,0.0,0,150.0,0,120,280,10.0,100,30,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.6,,199.9,184.4,,221.7,21.8,61.1,,,,,,,,,4.167,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,"Can, Karaman",,,,,,,,,160,Internal,We repeated test because we got unexpectedly high TWSME strains from the previous sample.,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,0,25.0,0.0,0.0,0.0,0,0,0.5,0,0.0,0.0,0,50.0,0,0.0,0.0,0.0,0.0,20.0,0.0,20,0,0.0,20,0.0,20.0,0.0,0,20.0,0.0,0,150.0,0,120,280,10.0,10,30,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.2,,196.4,181.8,,216.7,20.3,59.5,,,,,,,,,4.0177,0.0634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,"Can, Karaman",,,,,,,,,160,Internal,We repeated test because we got unexpectedly high TWSME strains from the previous sample.,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,0,25.0,0.0,0.0,0.0,0,0,0.5,0,0.0,0.0,0,50.0,0,0.0,0.0,0.0,0.0,20.0,0.0,20,0,0.0,20,0.0,20.0,0.0,0,20.0,0.0,0,150.0,0,120,280,10.0,1,30,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.1,,181.9,178.5,,204.5,22.6,47.4,,,,,,,,,3.6469,0.5056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,"Can, Karaman",,,,,,,,,160,Internal,We repeated test because we got unexpectedly high TWSME strains from the previous sample.,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,0,25.0,0.0,0.0,0.0,0,0,0.5,0,0.0,0.0,0,50.0,0,0.0,0.0,0.0,0.0,20.0,0.0,20,0,0.0,20,0.0,20.0,0.0,0,20.0,0.0,0,150.0,0,120,280,10.0,9,30,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.1,,196.1,181.7,,216.1,20,59,,,,,,,,,4.0143,0.0693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,"Can, Karaman",,,,,,,,,160,Internal,We repeated test because we got unexpectedly high TWSME strains from the previous sample.,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,0,25.0,0.0,0.0,0.0,0,0,0.5,0,0.0,0.0,0,50.0,0,0.0,0.0,0.0,0.0,20.0,0.0,20,0,0.0,20,0.0,20.0,0.0,0,20.0,0.0,0,150.0,0,120,280,10.0,8,30,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157,,195.7,181.6,,215.6,19.9,58.6,,,,,,,,,4.0097,0.0809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,"Can, Karaman",,,,,,,,,160,Internal,We repeated test because we got unexpectedly high TWSME strains from the previous sample.,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,0,25.0,0.0,0.0,0.0,0,0,0.5,0,0.0,0.0,0,50.0,0,0.0,0.0,0.0,0.0,20.0,0.0,20,0,0.0,20,0.0,20.0,0.0,0,20.0,0.0,0,150.0,0,120,280,10.0,7,30,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.8,,195,181.4,,215,20,58.2,,,,,,,,,4.0073,0.0891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,"Can, Karaman",,,,,,,,,46,Internal,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,0,25.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.5,0,50.0,0,0.0,0.0,0.0,0.0,20.0,0.0,20,0,0.0,92020,700.0,20.0,0.0,0,20.0,0.0,0,150.0,0,120,240,10.0,6,30,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.5,,179,182.5,,200,21,43.5,,,,,,,,,2.07,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,"Can, Karaman",,,,,,,,,160,Internal,We repeated test because we got unexpectedly high TWSME strains from the previous sample.,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,0,25.0,0.0,0.0,0.0,0,0,0.5,0,0.0,0.0,0,50.0,0,0.0,0.0,0.0,0.0,20.0,0.0,20,0,0.0,20,0.0,20.0,0.0,0,20.0,0.0,0,150.0,0,120,280,10.0,2,30,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.4,,189.4,179.2,,209.5,20.1,53.1,,,,,,,,,3.8511,0.2866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,"Can, Karaman",,,,,,,,,160,Internal,We repeated test because we got unexpectedly high TWSME strains from the previous sample.,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,0,25.0,0.0,0.0,0.0,0,0,0.5,0,0.0,0.0,0,50.0,0,0.0,0.0,0.0,0.0,20.0,0.0,20,0,0.0,20,0.0,20.0,0.0,0,20.0,0.0,0,150.0,0,120,280,10.0,6,30,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.2,,194.4,181.1,,214.3,19.9,58.1,,,,,,,,,4.0003,0.1071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,"Can, Karaman",,,,,,,,,160,Internal,We repeated test because we got unexpectedly high TWSME strains from the previous sample.,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,0,25.0,0.0,0.0,0.0,0,0,0.5,0,0.0,0.0,0,50.0,0,0.0,0.0,0.0,0.0,20.0,0.0,20,0,0.0,20,0.0,20.0,0.0,0,20.0,0.0,0,150.0,0,120,280,10.0,3,30,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.5,,191.3,179.7,,210.9,19.6,55.4,,,,,,,,,3.9271,0.1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,"Can, Karaman",,,,,,,,,160,Internal,We repeated test because we got unexpectedly high TWSME strains from the previous sample.,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,0,25.0,0.0,0.0,0.0,0,0,0.5,0,0.0,0.0,0,50.0,0,0.0,0.0,0.0,0.0,20.0,0.0,20,0,0.0,20,0.0,20.0,0.0,0,20.0,0.0,0,150.0,0,120,280,10.0,5,30,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.5,,193.4,180.8,,213.4,20,57.9,,,,,,,,,3.9872,0.1239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,"Can, Karaman",,,,,,,,,160,Internal,We repeated test because we got unexpectedly high TWSME strains from the previous sample.,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,0,25.0,0.0,0.0,0.0,0,0,0.5,0,0.0,0.0,0,50.0,0,0.0,0.0,0.0,0.0,20.0,0.0,20,0,0.0,20,0.0,20.0,0.0,0,20.0,0.0,0,150.0,0,120,280,10.0,4,30,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.4,,192.3,180.5,,212.7,20.4,58.3,,,,,,,,,3.9676,0.1502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,"Can, Karaman",,,,,,,,,174,Internal,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,0,25.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.5,0,50.0,0,0.0,0.0,0.0,0.0,20.0,0.0,20,0,0.0,20,0.0,20.0,0.0,0,20.0,0.0,0,150.0,0,120,270,10.0,3,30,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.2,,171,163.7,,193.7,22.7,43.5,,,,,,,,,2.098,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,"Can, Karaman",,,,,,,,,65,Internal,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,0,25.0,0.0,0.0,0.0,0,0,0.5,0,0.0,0.0,0,50.0,0,0.0,0.0,0.0,0.0,20.0,0.0,20,0,0.0,92020,700.0,20.0,0.0,0,20.0,0.0,0,200.0,0,120,280,10.0,5,30,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.7,,199.2,182.5,,219.8,20.6,55.1,,,,,,,,,3.29908,0.13092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,"Can, Karaman",,,,,,,,,65,Internal,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,0,25.0,0.0,0.0,0.0,0,0,0.5,0,0.0,0.0,0,50.0,0,0.0,0.0,0.0,0.0,20.0,0.0,20,0,0.0,92020,700.0,20.0,0.0,0,20.0,0.0,0,200.0,0,120,280,10.0,7,30,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.5,,198.9,182.8,,220.8,21.9,56.3,,,,,,,,,3.3305,0.0902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,"Can, Karaman",,,,,,,,,65,Internal,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,0,25.0,0.0,0.0,0.0,0,0,0.5,0,0.0,0.0,0,50.0,0,0.0,0.0,0.0,0.0,20.0,0.0,20,0,0.0,92020,700.0,20.0,0.0,0,20.0,0.0,0,200.0,0,120,280,10.0,10,30,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.1,,200.3,183.2,,220.1,19.8,56,,,,,,,,,3.3592,0.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,"Can, Karaman",,,,,,,,,65,Internal,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,0,25.0,0.0,0.0,0.0,0,0,0.5,0,0.0,0.0,0,50.0,0,0.0,0.0,0.0,0.0,20.0,0.0,20,0,0.0,92020,700.0,20.0,0.0,0,20.0,0.0,0,200.0,0,120,280,10.0,6,30,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164,,198.9,182.5,,218.8,19.9,54.8,,,,,,,,,3.33291,0.10489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,"Can, Karaman",,,,,,,,,65,Internal,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,0,25.0,0.0,0.0,0.0,0,0,0.5,0,0.0,0.0,0,50.0,0,0.0,0.0,0.0,0.0,20.0,0.0,20,0,0.0,92020,700.0,20.0,0.0,0,20.0,0.0,0,200.0,0,120,280,10.0,4,30,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.5,,198.4,182,,219.5,21.1,56,,,,,,,,,3.30294,0.12176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,"Can, Karaman",,,,,,,,,65,Internal,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,0,25.0,0.0,0.0,0.0,0,0,0.5,0,0.0,0.0,0,50.0,0,0.0,0.0,0.0,0.0,20.0,0.0,20,0,0.0,92020,700.0,20.0,0.0,0,20.0,0.0,0,200.0,0,120,280,10.0,9,30,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.1,,200.6,182.1,,220.2,19.6,57.1,,,,,,,,,3.3554,0.064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,"Can, Karaman",,,,,,,,,65,Internal,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,0,25.0,0.0,0.0,0.0,0,0,0.5,0,0.0,0.0,0,50.0,0,0.0,0.0,0.0,0.0,20.0,0.0,20,0,0.0,92020,700.0,20.0,0.0,0,20.0,0.0,0,200.0,0,120,280,10.0,8,30,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163,,200.3,182.3,,219.8,19.5,56.8,,,,,,,,,3.3556,0.066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,"Can, Karaman",,,,,,,,,65,Internal,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,0,25.0,0.0,0.0,0.0,0,0,0.5,0,0.0,0.0,0,50.0,0,0.0,0.0,0.0,0.0,20.0,0.0,20,0,0.0,92020,700.0,20.0,0.0,0,20.0,0.0,0,200.0,0,120,280,10.0,3,30,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.9,,197,181.6,,219.3,22.3,56.4,,,,,,,,,3.25402,0.19148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,"Can, Karaman",,,,,,,,,65,Internal,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,0,25.0,0.0,0.0,0.0,0,0,0.5,0,0.0,0.0,0,50.0,0,0.0,0.0,0.0,0.0,20.0,0.0,20,0,0.0,92020,700.0,20.0,0.0,0,20.0,0.0,0,200.0,0,120,280,10.0,1,30,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.8,,186,182.9,,215,29,52.2,,,,,,,,,2.9831,0.5769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,"Can, Karaman",,,,,,,,,65,Internal,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,0,25.0,0.0,0.0,0.0,0,0,0.5,0,0.0,0.0,0,50.0,0,0.0,0.0,0.0,0.0,20.0,0.0,20,0,0.0,92020,700.0,20.0,0.0,0,20.0,0.0,0,200.0,0,120,280,10.0,2,30,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.8,,195,182.3,,217.1,22.1,54.3,,,,,,,,,3.1837,0.307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,"Can, Karaman",,,,,,,,,46,Internal,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,0,25.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.5,0,50.0,0,0.0,0.0,0.0,0.0,20.0,0.0,20,0,0.0,92020,700.0,20.0,0.0,0,20.0,0.0,0,200.0,0,120,240,10.0,8,30,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,,190,189,,210,20,52,,,,,,,,,2.32,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
